Date,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
195205,2.58,2.96,2.7,2.46,2.58,2.4,2.29,2.22,2.36,2.91
195206,3.23,3.48,3.66,2.55,3.09,3.48,2.83,1.91,3.84,1.78
195207,-0.72,0.15,1.42,1.55,1.98,1.16,1.84,1.08,1.58,1.26
195208,-0.84,0.01,0.98,-0.11,0.47,0.16,-0.28,0.81,0.31,0.32
195209,-1.28,-1.65,-1.67,-0.63,-1.4,-1.62,-1.02,-2.26,-1.35,-1.91
195210,-1.14,-1.37,-0.82,-0.75,-1.84,-1.82,-0.63,-1.25,-1.29,-1.18
195211,5.43,6.17,5.63,4.9,5.32,5.24,6.31,5.76,5.1,6.17
195212,2.86,3.35,1.61,3.22,2.72,2.55,1.64,2.2,1.1,1.11
195301,0,0.19,0.64,0.83,1.44,2.25,3.03,3.7,4.74,4.62
195302,0.48,1.16,0.75,0.71,0.76,0.6,2.64,0.63,1.03,2.37
195303,-0.64,-0.29,-0.87,-0.97,-0.63,-0.67,-1.82,-0.72,-2.43,-2.63
195304,-2.76,-2.46,-2.8,-2.96,-2.25,-1.93,-1.19,-1.94,-2.09,-1.72
195305,0.87,0.92,0.06,0.27,0.42,-0.27,0.72,0.84,1.53,0.68
195306,-3.08,-2.44,-2.73,-3.33,-2.72,-2.52,-2.64,-3.38,-3.42,-3.93
195307,1.52,1.98,2.57,1.44,2.54,2.67,1.58,1.11,1.16,0.45
195308,-6.3,-4.34,-3.76,-3.67,-3.34,-5.02,-4.31,-4.92,-4.94,-6.02
195309,-0.99,1.18,0.58,-0.19,-0.28,-0.73,-1.02,-0.74,-1.48,-3.17
195310,5.06,4.33,3.88,3.93,4.13,3.72,4.01,3.86,3,1.91
195311,3.59,2.25,3.04,2.87,2.66,1.85,2.28,1.77,1.91,1.5
195312,-0.22,-0.65,0.64,0.51,0.7,-1.27,-1.31,-1.72,-3.4,-4.14
195401,6.62,6.46,4.89,6,5.45,7.09,7.05,7.35,7.19,8.64
195402,1.15,1.62,1.61,2.33,1.29,0.83,1.79,1.21,1.67,0.52
195403,3.54,3.9,2.6,2.53,3.04,2.87,2.61,2.69,3.33,2.65
195404,1.04,4.07,2.68,2.5,1.75,1.29,2.33,1.39,-0.45,-0.72
195405,5.51,3,3.02,2.99,3.23,4.3,5.01,3.42,5.24,4.37
195406,1.04,0.94,0.9,2.75,2.07,1.32,1.39,0.59,1.21,0.68
195407,5.6,6.6,5.9,8.41,7.99,7.26,7.83,6.68,7.35,6.22
195408,-1.21,-2.13,-1.71,-1.02,-1.02,-0.76,-0.67,-0.96,-0.52,-0.19
195409,5.71,4.87,4.58,4.69,4.29,4.61,3.54,4.23,4.43,4.06
195410,-0.32,-0.31,-1.03,-0.7,0,-1.27,-0.47,-0.39,-0.78,-0.66
195411,10.24,11.09,9.33,7.77,8.44,8.87,8.84,9.23,8.23,9.02
195412,7.5,5.96,5.16,6.16,6.97,7.72,9.01,8.59,9.68,10.69
195501,0.41,0.69,0.72,0.38,1.76,0.61,0.94,1.93,2.5,1.91
195502,4.15,4.77,2.36,4.35,4.18,4.08,4.41,4.38,4.26,4.61
195503,1.15,-0.37,1.18,-0.71,-0.88,0.56,-0.65,-1.18,0.89,0.14
195504,1.95,2.35,2.03,3.29,2.48,2.03,2.51,2.28,2.44,2.39
195505,2.19,0.56,1.31,-0.03,1.25,0.62,1.35,1.14,-0.24,-0.82
195506,3.97,4.68,3.49,4.18,3.83,2.56,3.45,2.66,3.32,3.66
195507,0.13,-1.04,0.55,0.67,1.12,0.82,2.63,1.21,0.71,1.32
195508,1.39,0.59,-0.45,0.12,-0.12,0.22,0.19,1.46,2.42,0.92
195509,-0.2,-0.5,-0.89,-0.92,-1.73,-1.42,-0.89,-0.95,-0.51,-0.83
195510,-2.48,-2.14,-1.07,-1.88,-1.78,-1.16,-1.02,-1.02,-0.14,-1.16
195511,7.03,8.76,7.19,7.07,5.66,4.3,3.52,4.62,5.07,3.2
195512,3.5,2.92,2.21,1.44,1.48,1.69,1.4,1.87,2.38,1.45
195601,-3.23,-2.96,-2.24,-2.32,-1.97,-2.69,-1.25,-2.22,-1.9,-1.14
195602,5.03,4.35,3.83,3.86,4,3.13,2.99,2.26,3.95,2.22
195603,8.24,7.88,5.67,6.85,4.65,4.48,3.78,3.5,3.54,3.36
195604,1.47,0.49,1.11,-0.1,0.23,-0.7,-0.13,0.97,0.41,0.19
195605,-4.82,-3.89,-3.38,-4.88,-3.26,-3.66,-2.85,-4.38,-4.29,-3.14
195606,3.9,4.3,2.47,2.42,2.21,2.12,1.38,1.19,2.66,1.35
195607,4.45,5.14,5.29,3.64,4.62,2.97,4.27,3.8,4.18,3.16
195608,-3.57,-2.97,-2.76,-1.29,-2.12,-1.13,-0.93,-1.52,0.22,0.23
195609,-5.48,-4.61,-5.12,-3.22,-2.88,-3.01,-2.79,-2.94,-2.84,-2.35
195610,1.11,1.46,1.02,1.2,0.88,1,0.14,1.04,0.74,0.13
195611,0.62,0.4,1,1.98,0.49,0.2,-0.13,-0.38,1.21,0.97
195612,3.77,3.79,2.93,3.98,2.29,1.61,1.59,2.2,1.26,-0.85
195701,-2.49,-1.32,-0.68,-0.33,-0.34,1.21,1.15,0.79,1.51,2.07
195702,-1.99,-1.64,-1.99,-2.26,-2.11,-1.79,-2.13,-1.73,-2.81,-2.55
195703,2.77,1.81,2.83,2.52,2.15,1.61,2.57,2.71,1.8,1.34
195704,4.27,3.87,2.94,2.99,3.21,1.87,1.31,1.76,2,2.31
195705,4.2,3.57,3.75,3.19,1.9,1.36,1.52,0.71,1.07,0.39
195706,0.67,-0.75,-1.75,0.63,-1.79,-1.09,-1.52,-0.27,-0.88,0.17
195707,-0.5,1.3,0.47,0.2,0.57,0.6,0.11,1.51,1.32,0.01
195708,-6.65,-6.1,-4.85,-5.28,-4.6,-4.06,-3.04,-3.31,-3.53,-5.62
195709,-5.72,-6.56,-6.07,-5.23,-3.49,-4.01,-3.76,-3.14,-4.22,-5.01
195710,-8.24,-5.57,-5.67,-5.94,-4.3,-5.04,-5,-5.51,-5.46,-6.91
195711,4.71,3.81,3.5,3.37,2.48,2.68,2.32,-0.03,-0.44,-1.06
195712,-5.7,-4.12,-3.1,-5.17,-1.85,-3.27,-2.07,-4.37,-6.03,-8.37
195801,7.4,5.93,7.68,9.38,9.23,9.23,10.22,11.22,12.88,14.59
195802,-1.8,-1.84,-0.65,-0.31,-0.46,-0.16,0.27,-0.03,-1.02,-2.41
195803,5.39,3.26,4.24,2.94,3.82,3.06,3.06,2.93,2.9,3.97
195804,2.22,3.11,1.98,2.9,3.15,3.81,2.55,3.66,2.22,2.97
195805,6.06,3.14,3.68,5.25,3.36,3.46,3.5,2.6,2.64,2.93
195806,3.31,4.23,2.84,3.12,3.18,2.61,2.62,1.41,1.64,4.56
195807,5.81,4.77,4.49,3.57,3.04,4.97,5.66,6.85,7.85,7.28
195808,2.63,3.13,2.75,0.97,2.1,3.32,3.44,3.26,2.45,2.16
195809,5.92,4.99,5.55,4.24,3.19,4.49,3.99,4.88,6.7,7
195810,3.58,3.76,3.19,3.1,3.7,2.55,2.1,2.85,2.42,1.7
195811,5.73,4.08,4.93,3.25,3.19,3.44,5.26,3.99,2.84,3.85
195812,4.09,3.63,4.15,4.49,4.72,5.36,2.94,4.52,3.63,2.55
195901,2.4,0.52,1.98,2.63,4.28,4.79,4.61,5.08,6.75,6.34
195902,4.78,2.45,2.53,2.09,2.74,2.39,3.24,2.62,3.87,1.77
195903,1.87,1.18,0.16,1.97,1.97,0.24,1.51,0.6,0.43,0.92
195904,2.53,1.99,2.61,2.55,2.97,2.35,3.09,2.25,3.36,2.59
195905,-0.53,1.24,1.12,1.73,0.24,-1.02,1.91,0.74,2.24,1.23
195906,0.72,1.53,0.49,-1.2,-0.39,0.38,1.48,1.09,0.83,0.52
195907,2.69,2.85,3.4,4.65,3.25,3.94,2.44,1.76,1.62,3.12
195908,-3.05,-2.38,-1.78,-1.15,-0.38,-0.7,-0.27,-0.18,-0.56,-1.38
195909,-4.62,-5.16,-4.83,-4.78,-5.33,-4.73,-2.63,-4.27,-3.54,-3.02
195910,4.14,3.39,2.05,2.54,1.78,1.36,2.59,1.32,0.89,-0.53
195911,3.13,2.63,2.78,1.48,1.72,0.83,0.63,1.49,0.26,1.04
195912,2.97,3.38,2.92,2.83,1.97,3.49,1.01,1.84,0.59,0.1
196001,-6.65,-6.57,-6.7,-6.37,-4.22,-3.76,-2.41,-2.53,-1.13,-0.78
196002,1.58,0.59,1.05,1.33,1.23,0.53,0.88,1.26,-0.45,-0.45
196003,-2.87,-1.93,-2.23,-3.21,-1.65,-2.26,-1.47,-1.42,-1.86,-2.35
196004,-2.52,-1.7,-1.81,-2.43,-1.27,-1.06,-1.92,-0.45,-0.54,-2.28
196005,6.43,3.92,3.19,2.32,2.01,2.11,0.91,1.61,0.01,0.69
196006,0.46,1.54,2.6,2.83,3.49,3.07,3.02,2.2,2.83,1.22
196007,-5.11,-4.66,-1.72,-2.13,-0.32,-1.19,-0.84,-0.76,-0.25,0.2
196008,2.45,3.89,2.97,2.97,4.22,4,3.13,3.51,2.46,2.39
196009,-8.4,-6.5,-6.76,-5.41,-3.99,-4.96,-4.83,-5.05,-4.29,-6.26
196010,-4.6,-3.1,-1.63,-0.43,-1.72,-1.49,-1.85,-0.77,-1.61,-1.76
196011,7.72,6.94,6,5.87,4.93,4.05,4.25,3.16,3.82,1.82
196012,4.83,3.75,5.79,4.26,5.44,4.11,4.07,3.33,1.99,1.56
196101,6.03,6.91,5.98,6.59,8.87,7.23,8.38,8.04,9.46,10.68
196102,7.19,6.95,5.7,6.08,5.17,5.69,6.02,5.72,4.14,4.22
196103,5.5,5.48,4.92,2.92,5.29,4.48,3.91,3.82,4.5,2.63
196104,0.24,-0.18,2.18,1.18,1.23,0.02,0.54,0.3,0.08,2.02
196105,3.47,5.07,3.64,5.58,4.21,4.85,5.21,4.29,3.54,4.14
196106,-5.05,-3.31,-3.52,-4.34,-3.14,-3.82,-4.4,-3.31,-3.08,-4.06
196107,0.74,1.27,1.56,2,1.72,1.39,1.8,1.85,0.9,1.57
196108,2.45,3.46,1.93,3.49,2.66,2.28,1.44,2.02,0.52,2.17
196109,-4.71,-2.57,-2.65,-1.37,-2.65,-1.53,-1.57,-2.83,-2.16,-1.62
196110,1.92,2.7,1.88,2.79,3.16,3.08,2.54,2.61,0.48,1.75
196111,5.03,5.07,6.18,6.09,4.37,4.75,4.56,3.71,3.26,2.81
196112,-0.01,-1.76,-2.21,-0.91,1.09,0.05,-0.66,-0.03,-0.13,1
196201,-3.89,-3.25,-1.46,-2.15,-1.19,-1.09,-1.48,0.99,0.98,2.8
196202,0.82,2.1,0.36,1.28,1.27,2.01,1.93,2.17,1.74,1.81
196203,-1.16,-1.61,-0.48,-0.07,0.41,0.07,-0.42,-0.3,-0.87,-1.41
196204,-9.1,-8.23,-8.24,-5.69,-5.14,-5.39,-5.41,-4.95,-6.11,-4.97
196205,-13.99,-12.02,-10.69,-9.75,-9.14,-8.8,-7.68,-7.09,-6.16,-6.41
196206,-13.43,-10.59,-9.41,-8.33,-6.96,-5.74,-6.44,-5.9,-7.07,-6.26
196207,9.72,6.98,6.78,6.07,5.05,5.43,4.89,3.62,3.56,4.04
196208,2.56,3.75,1.66,3.67,4.11,2.67,1.66,2.39,1.61,0.95
196209,-8.15,-6.36,-5.35,-4.2,-4.46,-4.6,-4.64,-5.42,-5.55,-6.6
196210,-4.37,-2.08,-0.94,-1.34,-1.06,-0.81,-0.89,-1.38,-0.77,-1.15
196211,17.55,15.11,13.73,11.54,11.61,11.32,11.7,12.54,12.17,13.14
196212,-1.56,-0.78,-0.32,2.01,1.44,-0.07,0,-0.36,-1.75,-2.62
196301,6.76,6.94,6.41,6.62,6.05,6.17,7.87,7.98,8.7,10.56
196302,-1.97,-3.06,-1.38,-1.4,-1.88,-0.82,-0.6,-0.86,-1.37,-0.7
196303,1.31,1.26,2.34,2.44,2.8,2.03,1.64,3.7,1.91,1.84
196304,3.73,3.48,3.91,3.34,4.24,3.98,4.75,3.89,3.21,5.45
196305,5.59,3.62,2.1,0.95,2.01,2.63,2.79,4.57,3.48,3.55
196306,-1.74,-1.08,-0.94,-0.55,-0.95,-1.94,-2.06,-2.98,-1.59,-1.71
196307,-1.72,0.07,-0.98,-0.56,-0.78,-0.29,-0.94,-0.69,-0.99,0.02
196308,6.61,4.95,4.72,5.22,5.37,3.53,4.55,4.28,3.11,2.48
196309,-2.59,-1.32,-1.18,-1.65,-1.71,-1.57,-0.6,-0.92,-1.3,-0.5
196310,3.13,2.38,1.96,1.99,0.3,0.69,1.89,0.71,1.47,1.59
196311,-1.25,-1.62,-0.43,-1.61,-1.12,-1.21,-0.87,-0.38,-0.74,-0.7
196312,-1.1,1.32,1.13,0.78,1.45,1.81,1.21,0.57,-0.01,-0.14
196401,2.02,2.93,2.11,1.98,3.14,1.08,2.96,1.73,3.31,3.58
196402,2.28,1.87,2,2.05,2.49,2.94,2.07,2.62,2.74,3.08
196403,2.57,2.42,2.35,0.56,2.66,2.48,3.11,4.41,4.3,1.91
196404,-1.46,-0.77,1.56,-0.57,-0.79,1.42,-0.38,-0.1,-0.28,0.39
196405,1.47,1.11,2.01,0.29,2.27,1.03,1.78,0.81,0.62,0.74
196406,0.46,0.79,2.69,1.58,2.51,1.79,0.77,1.15,1.27,1.89
196407,1.95,2.11,3.9,2.07,3.22,2.69,2.19,3.92,3.24,3.12
196408,-1.41,-0.79,0.22,-0.43,0.21,-0.57,-0.77,0.01,-0.33,1.06
196409,4.7,2.63,3.09,3.72,3.25,3.27,3.09,3.85,3.27,3.29
196410,1.4,1.18,1.25,1.95,1.99,2.11,1.59,1.79,1.29,1.69
196411,-0.72,0.55,0.93,0.63,-0.24,0.08,0.46,0.8,-0.23,-0.42
196412,-0.08,-0.57,-0.32,-0.28,-0.4,-0.42,-0.71,-1.71,-0.97,-1.17
196501,7.14,7.06,5.79,5.7,5.05,6.41,4.89,6.07,4.62,6.57
196502,4.3,3.39,2,2.92,1.74,2.99,3.86,2.3,2.02,3.7
196503,0.2,0.76,-0.18,0.6,1.74,0.69,0.48,1.47,0.94,1.08
196504,4.21,4.49,3.09,4.29,1.9,3.91,4.37,4.28,3.53,4.05
196505,0.69,-0.03,-0.36,-0.36,-0.71,-1.29,-0.51,-0.95,-0.51,-1.27
196506,-10.02,-7.41,-6.42,-7.2,-6.95,-7.16,-7.44,-7.06,-5.91,-6.02
196507,5.38,2.64,2.36,2,2.33,2.51,3.46,2.72,1.97,2.03
196508,7.05,4.69,4.3,4.74,4.75,3.33,3.55,3.08,3.02,1.5
196509,5.61,2.91,3.5,3.13,3.91,3.82,2.06,1.84,1.28,1.65
196510,7.33,5.13,4.52,4.23,4.76,4.04,4.44,4.63,3.31,4.75
196511,5.26,3.98,3.62,3.15,3.19,2.6,3.14,2.16,2.25,1.69
196512,3.76,3.18,3.6,2.23,2.88,2.66,3.24,4.32,2.9,3.69
196601,6.14,4.48,3.27,4.32,4.22,3.65,3.63,4.04,6.2,6.75
196602,3.1,1.35,0.5,1.41,1.01,-0.08,1.37,1.19,1.53,2.25
196603,-0.36,-0.7,-1.78,-1.83,-1.82,-1.79,-1.8,-2.8,-1.75,-1.81
196604,6.22,4.04,4.45,3.34,5.43,3.08,2.68,3.21,2.34,2.38
196605,-9.27,-6.89,-5.36,-7.05,-7.63,-6.79,-7.03,-7.03,-6.13,-7.31
196606,0.86,-0.11,-0.9,-0.08,-1.46,-0.31,-0.18,-0.2,-0.56,-0.78
196607,-1.94,-1.78,-1.35,-0.67,-0.28,-1.68,-1.54,-0.47,-1.08,-1.18
196608,-10.86,-11.03,-9.79,-9.31,-10.07,-9.29,-7.56,-8.23,-7.42,-7.03
196609,-3.42,-1.49,-2.47,-0.61,-0.97,-0.71,-1.26,0.07,-0.44,-1.45
196610,-3.45,-1.07,0.12,1.64,1.82,2.12,3.44,2.36,1.78,-0.23
196611,11.9,5.41,5.3,2.44,2.21,1.24,1.07,0.05,-0.31,0.53
196612,3.76,3.24,1.83,2.44,1.45,2.05,1.33,0.95,0.33,0.85
196701,17.15,15.81,15.94,13.3,12.86,13.15,11.35,13.24,13.62,16.56
196702,5.23,3.53,3.28,4.1,2.81,2.17,0.88,1.71,1.52,0.8
196703,6.43,7.28,5.5,5.37,6.32,6.51,5.34,4.62,3.97,3.62
196704,5.36,4.35,5.07,3.95,3.44,3.5,3.54,3.01,2.24,2.19
196705,-2.67,-0.72,-1.16,-1.64,-0.31,-0.56,-1.79,-1.58,-0.26,-0.75
196706,7.57,7.86,7.65,6.56,6.75,6.63,3.76,4.42,4.74,4.37
196707,7.59,6.1,6.45,8.76,8.63,8.42,7.82,7.12,6.31,6.93
196708,-1,-0.55,-0.78,0.79,0.36,-0.1,1.59,0.55,2.17,2.61
196709,5.92,6.21,5.96,6.18,6.43,4.48,3.55,3.61,3.76,3.54
196710,-1.4,-2.44,-2.65,-2.42,-4.22,-2.44,-4.37,-3.24,-3.66,-2.44
196711,2.39,1.37,0.98,0.06,0.3,0.36,0.3,-0.05,-0.65,-0.56
196712,7.49,6.18,8.4,7.27,5.41,5.65,6.73,5.32,3.93,4.31
196801,-5.32,-1.52,-1.03,2.19,0.76,1.69,0.39,3.02,3.98,6.33
196802,-7.84,-6.81,-4.54,-5.62,-4.28,-3.62,-1.42,-1.89,0.15,-2.57
196803,1.24,-0.28,-0.37,-0.02,-1.57,-0.78,-0.36,-1.44,-1.6,-0.8
196804,16.39,14.7,14,14.85,10.02,10.71,10.01,9.52,9.71,10.87
196805,7.92,7.03,8.28,9.75,8.64,5.58,5.52,7.68,4.62,7.85
196806,-0.93,1.36,1.04,-0.1,2.15,4.29,4.02,3.89,4.78,3.64
196807,-4.95,-4.47,-4.77,-2.97,-2.49,-3.01,-2.71,-1.09,-1.14,0.34
196808,3.86,4.3,2.83,3.61,2.39,4.56,3.92,3.12,1.93,1.31
196809,7.69,5.23,5.98,7.31,7.17,4.81,6.73,5.84,4.82,3.61
196810,-0.95,1.63,1.5,1.44,2.23,2.49,1.11,3.14,2.79,2.64
196811,7.75,6.93,7.13,7.64,7.24,6.23,7.61,6.81,7.44,5.41
196812,-0.56,-1.45,-1.52,-1.67,-0.4,-1.64,-0.71,-1.14,-0.46,0.47
196901,-1.95,-1.24,-0.36,-0.89,0.48,-1.29,-1.51,0.17,0.12,0.72
196902,-9.93,-8.25,-8.32,-6.3,-7.74,-6.23,-6.27,-6.52,-5.53,-4.95
196903,2.52,3.48,1.69,1.16,0.63,1.91,1.72,1.83,0.43,-0.32
196904,1.85,0.91,0.26,0.94,0.06,0.61,0.28,0.13,-0.42,-0.25
196905,-0.38,-0.31,0.25,0.8,-0.33,0.28,0.5,0.55,-0.54,-0.28
196906,-12.16,-12.32,-11.46,-10.57,-9.57,-9.75,-9.34,-9.38,-7.95,-6.18
196907,-9.38,-10.15,-10.01,-10.35,-8.14,-8.16,-7.42,-7.44,-5.79,-4.7
196908,7.44,8.85,6.82,4.71,4.65,5.86,2.34,3.52,0.95,0.48
196909,-0.77,-1.85,-0.68,-1.22,-1.79,-2.29,-1.45,-2.62,-3.38,-4.24
196910,8.27,9.21,10,7.49,7.69,7.3,8.02,7.34,6.4,5.75
196911,-4.85,-5.31,-4.05,-3.89,-4.08,-5.09,-5.62,-4.89,-4.51,-4.49
196912,-4.32,-5.11,-4.52,-4.64,-5.43,-5.62,-5.74,-5.06,-4.06,-5.09
197001,-7.74,-6.12,-4.82,-5.03,-4.8,-3.26,-3.8,-2.51,-2.38,-0.11
197002,4.6,2.72,4.05,3.66,5.02,4.08,3.79,6.07,5.85,4.67
197003,-4.84,-4.06,-3.34,-1.12,-0.68,-0.69,1.6,0.97,2.37,1.53
197004,-18.97,-17.52,-16.72,-14.19,-12.68,-11.08,-10.05,-9.88,-8.38,-6.94
197005,-10.6,-10.47,-10.87,-8.21,-9.18,-7.88,-9.38,-6.44,-6.22,-6.24
197006,-8.08,-7.25,-7.04,-6.13,-5.36,-6.27,-5.53,-5.56,-5.23,-5.78
197007,5.89,5.18,6.66,8.73,7.59,8.49,7.57,7.07,6.45,5.98
197008,7.11,4.68,5.97,4.92,4.94,5.8,6.19,5.97,5.85,6.18
197009,11.34,11.82,12,9.17,9,8.84,7.95,7.66,5.2,7.21
197010,-3.53,-4.44,-4.63,-4.33,-3.77,-4.52,-4.48,-2.77,-3.01,-5.51
197011,3.06,1.27,1.47,0.72,2.37,2.3,2.99,4.15,4.97,3
197012,8.18,9.12,8.25,9.99,10.16,10.12,10.01,10.07,9.4,11.22
197101,7.88,11.45,11.27,10.88,10.33,11.87,11.87,8.22,11.3,11.78
197102,4.9,5.67,5.17,4.26,2.97,2.71,1.98,2.99,2.59,1.74
197103,8.03,5.76,5.21,5.88,5.31,5.23,3.83,4.21,4,5.21
197104,3.56,4.62,3.25,2.34,2.07,2.72,3.37,0.72,2.88,3.17
197105,-2.96,-3.58,-4.12,-5.44,-4.51,-4.45,-3.94,-3.63,-4.28,-5.67
197106,1.03,-1.64,-1.21,-0.93,-1.6,0.11,-1.47,-1.45,-0.57,-1.88
197107,-6.2,-4.84,-3.7,-4.89,-4.62,-3.54,-2.95,-4.03,-2.23,-1.82
197108,5.48,4.72,5.02,4.57,4.8,4.58,4.09,3.92,2.46,3.52
197109,2.05,-1.05,-0.31,0.66,-0.54,-0.8,0.91,-1.62,-1.46,-2.84
197110,-6.72,-5.05,-5.64,-5.76,-4.88,-5,-4.83,-4.64,-2.85,-2.03
197111,-1.52,-2.99,-1.78,-3.13,-2.41,-2.58,-1.98,-2.2,-1.98,-2.12
197112,13.56,11.77,10.89,11.57,12.19,11.55,10.19,10.58,8.08,8.56
197201,7.3,8.15,7.19,5.82,6.23,6.3,4.64,5.97,7.16,6.62
197202,6.59,5.12,4.73,5.52,2.96,4.33,1.74,1.94,1.48,-0.11
197203,0.12,1.13,0.52,0.24,-0.33,-0.4,1.02,0.31,-0.06,-0.03
197204,1.7,0.79,-0.95,1.79,2.08,1.4,0.82,-0.14,-0.21,-0.03
197205,1.59,-0.64,-0.24,-2.12,-1.64,-2.23,-2.54,-1.47,-2.17,-1.3
197206,-3.52,-2.72,-3.39,-3.21,-3.2,-3.43,-3.28,-1.99,-2.07,-1.45
197207,-3.42,-1.6,-3.44,-2.13,-2.86,-3.18,-2.17,-0.92,-0.26,-0.31
197208,-0.21,0.89,0.28,1.38,2.44,4.05,3.61,4.09,5.02,2.28
197209,-1.63,-2.79,-3.62,-4.21,-3.12,-2.65,-2.44,-1.89,-1.32,-0.5
197210,-2.98,-1.48,-2.44,-0.04,-0.61,-1.74,-0.09,0.19,2.72,3.11
197211,3.28,5.26,6.67,7.26,6.64,7.1,7.22,6.56,7.5,6.71
197212,1.41,-0.58,-0.9,-1.88,-2.07,-1.76,-0.34,-0.86,-1.61,-1.93
197301,-5.75,-2.9,-6.31,-5.33,-5.21,-5.05,-3.51,-2.94,-2.44,-1.02
197302,-10.46,-6.3,-7.35,-7.5,-6.32,-5.66,-5.2,-4.98,-3.12,-1.73
197303,-3.09,-2.94,-3.96,-2.74,-3.54,-1.57,-0.82,-0.78,-1.06,-1.71
197304,-11.07,-7.17,-7.53,-6.63,-5.04,-5.89,-4.14,-3.37,-2.64,-0.53
197305,-7.52,-7.84,-7.96,-7.12,-7.13,-5.07,-5.84,-4.1,-4.25,-1.74
197306,-4.46,-2.57,-3.86,-2.99,-3.98,-3.09,-1.91,-2.26,-1.2,-0.92
197307,15.46,15.26,13.44,10.64,12.22,10.58,8.34,6.42,4.67,2.81
197308,-3.74,-4.36,-3.53,-5.3,-3.93,-4.02,-4.27,-4.78,-3.16,-2.47
197309,9.25,7.12,10.08,11.56,11.05,11.41,9.44,9.57,7.35,5.32
197310,-0.58,1.02,0.53,0.4,-1.4,-0.02,-1.8,0.43,-0.07,-1.48
197311,-19.24,-19.83,-19.16,-17.74,-17.64,-18.81,-16.34,-13.94,-12.7,-12.4
197312,-1.6,-2.23,-2.14,-1.76,-1.31,0.53,-0.96,-1.5,0.58,-2.41
197401,4.33,8.82,9.46,11.5,13.71,10.17,10.91,10.39,9.35,12.08
197402,-1.87,0.92,0.3,2.11,1.74,0.71,1.17,2.26,1.84,1.15
197403,-0.15,0.49,0.08,-1.9,0.82,0.14,0.15,0.43,-1,-0.52
197404,-7.35,-5.82,-5.38,-6.06,-4.12,-3.74,-4.07,-4.11,-5.72,-7.72
197405,-5.49,-7.24,-7.75,-7.34,-7.67,-7.66,-4.55,-7.01,-5.01,-7.76
197406,-2.99,-2.68,-2.18,-1.89,-3.74,-1.81,-3.13,-1.64,-3.32,-3.6
197407,-7.75,-7.69,-6,-5.04,-4.22,-2.43,-3.37,-2.17,-2.11,-0.45
197408,-9.44,-9.31,-9.28,-8.79,-7.67,-7.76,-6.36,-5.31,-5.81,-9.18
197409,-10.36,-9.99,-7.62,-6.95,-6.21,-5.59,-5.72,-6.11,-4.12,-3.48
197410,17.65,12.56,9.64,10.53,9.38,7.57,8.42,7.73,6.34,4.38
197411,-3.93,-4.24,-4.01,-4.28,-5.02,-3.18,-4.32,-3.65,-4.07,-3.15
197412,-5.94,-7.15,-5.92,-6.42,-5.18,-4.91,-4.02,-4.71,-5.44,-8.31
197501,19.92,25.79,27.33,24.8,24.61,23.34,24.26,25.53,25.06,33.2
197502,8.61,7.52,4.57,4.15,5.3,2.88,1.78,1.4,1.74,0.27
197503,7.05,7.37,6.15,6.43,6.08,7.3,5.82,5.5,4.85,5.64
197504,5.41,5.1,3.31,3.53,3.83,3.38,3.15,1.29,0.63,-0.41
197505,7.46,7.21,7.28,6.58,5.19,4.61,5.24,5.42,4.53,6.36
197506,5.5,5.95,6.13,6.49,5.9,7,6.15,7.41,7.37,9.41
197507,-4.53,-2.89,-2.63,-2.25,-1.25,-0.07,-0.34,-0.86,0.24,-0.22
197508,-4.42,-5.17,-4.63,-4.11,-4.02,-3.28,-3.71,-3.1,-2.14,-2.41
197509,-5.52,-3.82,-3.43,-3.57,-2.21,-2.5,-2.19,-1.79,-1.93,-1.84
197510,3.26,3.08,3.77,2.21,3.29,4.26,2.84,2.86,2.98,2.11
197511,1.57,2.62,3.15,3.66,3.81,4.19,2.73,3.15,2.82,1.69
197512,-1.86,-0.74,-0.94,-0.95,-0.84,0.34,0.4,-0.34,0.06,0.86
197601,15.76,17.55,19.12,18,17.52,16.31,16.74,15.71,15.75,13.53
197602,7.21,7.83,8.6,10.86,10,7.74,7.7,7.56,6.78,4.9
197603,1.44,1,1.24,0.84,1.2,2.23,1.76,1.89,1.07,0.4
197604,-1.94,-0.63,0.34,-1.7,-0.62,0.06,0.14,-0.3,0.55,1.42
197605,-1.74,-2.22,-1.47,-1.03,-1.57,-0.14,-1.15,-1,-1.08,-1.26
197606,3.62,3.85,2.95,3.54,2.29,4.04,3.06,3.26,2.34,2.04
197607,-1.19,-0.97,-1.08,0.39,0.54,0.34,1.15,1.72,1.87,1.74
197608,-2.06,-2.48,-1.11,-1.1,-1.96,-0.53,-0.37,0.2,1.16,2.21
197609,3.15,3.16,1.67,2.45,1.76,1.48,2.85,1.88,2.41,2.82
197610,-1.64,-3.03,-2.58,-1.85,-1.39,-1.37,-1.04,-0.53,-0.76,0.19
197611,3.1,3.11,3,2.17,3.49,1.95,2.62,3.17,3.26,1.98
197612,7.99,8.25,8.77,9.37,9.05,10.1,8.39,9.7,8.52,7.38
197701,0.57,0.77,0.63,-0.5,1.4,1.86,2.93,2.62,3.26,2.91
197702,-0.45,-0.39,0.51,-0.52,1.03,0.23,0.78,-0.26,0.31,-0.98
