Symbol,Name
GXP^A,Great Plains Energy Inc
GXP^D,Great Plains Energy Inc
GXP^E,Great Plains Energy Inc
GEF,Greif Bros. Corporation
GEF/B,Greif Bros. Corporation
GFF,Griffon Corporation
GMK,"GRUMA, S.A. de C.V."
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V."
GTT,"GTT Communications, Inc."
GSH,Guangshen Railway Company Limited
GPM,Guggenheim Enhanced Equity Income Fund
GGE,Guggenheim Enhanced Equity Strategy Fund
GOF,Guggenheim Strategic Opportunities Fund
GUA,Gulf Power Company
GLF,"GulfMark Offshore, Inc."
HRB,"H&R Block, Inc."
FUL,H. B. Fuller Company
HK,Halcon Resources Corporation
HAL,Halliburton Company
HBI,Hanesbrands Inc.
HGR,"Hanger, Inc."
HOG,"Harley-Davidson, Inc."
HAR,"Harman International Industries, Incorporated"
HMY,Harmony Gold Mining Company Limited
HRS,Harris Corporation
HSC,Harsco Corporation
HGH,"Hartford Financial Services Group, Inc. (The)"
HIG,"Hartford Financial Services Group, Inc. (The)"
HIG/WS,"Hartford Financial Services Group, Inc. (The)"
HNR,Harvest Natural Resources Inc
HTS^A,Hatteras Financial Corp
HVT,"Haverty Furniture Companies, Inc."
HVT/A,"Haverty Furniture Companies, Inc."
HE,"Hawaiian Electric Industries, Inc."
HE^U,"Hawaiian Electric Industries, Inc."
HCC,"HCC Insurance Holdings, Inc."
HCI,"HCI Group, Inc."
HCJ,"HCI Group, Inc."
HCP,"HCP, Inc."
HW,Headwaters Incorporated
HCN,"Health Care REIT, Inc."
HCN^I,"Health Care REIT, Inc."
HCN^J,"Health Care REIT, Inc."
HNT,Health Net Inc.
HTA,"Healthcare Trust of America, Inc."
HLS,HealthSouth Corporation
HL,Hecla Mining Company
HL^B,Hecla Mining Company
HEI,Heico Corporation
HEI/A,Heico Corporation
HLX,"Helix Energy Solutions Group, Inc."
HP,"Helmerich & Payne, Inc."
HTGY,"Hercules Technology Growth Capital, Inc."
HT^B,Hersha Hospitality Trust
HT^C,Hersha Hospitality Trust
HSY,Hershey Company (The)
HES,Hess Corporation
HPQ,Hewlett-Packard Company
HXL,Hexcel Corporation
HIL,"Hill International, Inc."
HI,Hillenbrand Inc
HRC,Hill-Rom Holdings Inc
HTH,Hilltop Holdings Inc.
HNI,HNI Corporation
HFC,HollyFrontier Corporation
HD,"Home Depot, Inc. (The)"
HMC,"Honda Motor Company, Ltd."
HON,Honeywell International Inc.
HTF,Horizon Technology Finance Corporation
HRL,Hormel Foods Corporation
HSP,Hospira Inc
HPT,Hospitality Properites Trust
HPT^D,Hospitality Properites Trust
HST,"Host Hotels & Resorts, Inc."
HSFC^B,Household Finance Corp
HOV,Hovnanian Enterprises Inc
HHC,Howard Hughes Corporation (The)
HRG,"HRG Group, Inc."
HSBC,HSBC Holdings plc
HSBC^A,HSBC Holdings plc
HSEA,HSBC Holdings plc
HSEB,HSBC Holdings plc
HUSI^D,"HSBC USA, Inc."
HUSI^F,"HSBC USA, Inc."
HUSI^G,"HSBC USA, Inc."
HUSI^H,"HSBC USA, Inc."
HUSI^Z,"HSBC USA, Inc."
HUB/A,Hubbell Inc
HUB/B,Hubbell Inc
HBM,HudBay Minerals Inc
HBM/WS,HudBay Minerals Inc
HPP^B,"Hudson Pacific Properties, Inc."
HVB,Hudson Valley Holding Corp.
HUM,Humana Inc.
HII,"Huntington Ingalls Industries, Inc."
HY,"Hyster-Yale Materials Handling, Inc."
IAG,Iamgold Corporation
IBN,ICICI Bank Limited
IDA,"IDACORP, Inc."
IDT,IDT Corporation
ITW,Illinois Tool Works Inc.
IMN,Imation Corporation
IMAX,Imax Corporation
IHC,Independence Holding Company
IFN,"India Fund, Inc. (The)"
INFY,Infosys Limited
IDG,"ING Group, N.V."
IND,"ING Group, N.V."
INZ,"ING Group, N.V."
ISF,"ING Group, N.V."
ISG,"ING Group, N.V."
ISP,"ING Group, N.V."
IR,Ingersoll-Rand plc (Ireland)
INGR,Ingredion Incorporated
IRC,Inland Real Estate Corporation
IRC^A,Inland Real Estate Corporation
IRC^B,Inland Real Estate Corporation
NSP,"Insperity, Inc."
TEG,Integrys Energy Group
I^A,Intelsat S.A.
IHG,Intercontinental Hotels Group
IFF,"Internationa Flavors & Fragrances, Inc."
IBM,International Business Machines Corporation
IP,International Paper Company
ISH,International Shipholding Corporation
ISH^A,International Shipholding Corporation
ISH^B,International Shipholding Corporation
IOC,InterOil Corporation
IPG,"Interpublic Group of Companies, Inc. (The)"
IPL^D,Interstate Power and Light Company
IVC,Invacare Corporation
VBF,Invesco Bond Fund
VCV,Invesco California Value Municipal Income Trust
IVR^B,INVESCO MORTGAGE CAPITAL INC
IVR^A,Invesco Mortgage Capital Inc.
OIA,Invesco Municipal Income Opportunities Trust
VMO,Invesco Municipal Opportunity Trust
VKQ,Invesco Municipal Trust
VPV,Invesco Pennsylvania Value Municipal Income Trust
IVZ,Invesco Plc
IQI,Invesco Quality Municipal Income Trust
VTN,Invesco Trust  for Investment Grade New York Municipal
VGM,Invesco Trust for Investment Grade Municipals
IIM,Invesco Value Municipal Income Trust
ITG,"Investment Technology Group, Inc."
IRET,Investors Real Estate Trust
IRET^,Investors Real Estate Trust
IRET^B,Investors Real Estate Trust
IO,Ion Geophysical Corporation
IRM,Iron Mountain Incorporated
IRS,IRSA Inversiones Y Representaciones S.A.
STAR          ,iStar Financial Inc.
STAR^D,iStar Financial Inc.
STAR^E,iStar Financial Inc.
STAR^F,iStar Financial Inc.
STAR^G,iStar Financial Inc.
STAR^I,iStar Financial Inc.
ITUB,Itau Unibanco Banco Holding SA
ESI,"ITT Educational Services, Inc."
JPM,J P Morgan Chase & Co
JPM/WS,J P Morgan Chase & Co
JPM^A,J P Morgan Chase & Co
JPM^B,J P Morgan Chase & Co
JPM^D,J P Morgan Chase & Co
JPM^E,J P Morgan Chase & Co
JPM^F,J P Morgan Chase & Co
JCP,"J.C. Penney Company, Inc. Holding Company"
SJM,J.M. Smucker Company (The)
JEC,Jacobs Engineering Group Inc.
JHX,James Hardie Industries plc.
JNS,"Janus Capital Group, Inc"
JAH,Jarden Corporation
JMPB,JMP Group LLC
JBT,John Bean Technologies Corporation
JHS,John Hancock Income Securities Trust
JHI,John Hancock Investors Trust
PDT,John Hancock Premium Dividend Fund
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund
JW/A,"John Wiley & Sons, Inc."
JW/B,"John Wiley & Sons, Inc."
JNJ,Johnson & Johnson
JCI,"Johnson Controls, Inc."
JLL,Jones Lang LaSalle Incorporated
JOY,Joy Global Inc.
JE,"Just Energy Group, Inc."
LRN,K12 Inc
KAI,Kadant Inc
KAMN,Kaman Corporation
KSU,Kansas City Southern
KSU^,Kansas City Southern
KS,KapStone Paper and Packaging Corporation
KATE,Kate Spade & Company
KYN^E,Kayne Anderson MLP Investment Company
KYN^F,Kayne Anderson MLP Investment Company
KYN^G,Kayne Anderson MLP Investment Company
KB,KB Financial Group Inc
KAP,"KCAP Financial, Inc."
KCG,"KCG Holdings, Inc."
K,Kellogg Company
KEM,Kemet Corporation
KMPR,Kemper Corporation
KMT,Kennametal Inc.
KW,Kennedy-Wilson Holdings Inc.
KEG,"Key Energy Services, Inc."
KEY,KeyCorp
KEY^G,KeyCorp
KRC^G,Kilroy Realty Corporation
KRC^H,Kilroy Realty Corporation
KMB,Kimberly-Clark Corporation
KIM,Kimco Realty Corporation
KIM^H,Kimco Realty Corporation
KIM^I,Kimco Realty Corporation
KIM^J,Kimco Realty Corporation
KIM^K,Kimco Realty Corporation
KMI/WS,"Kinder Morgan, Inc."
KND,"Kindred Healthcare, Inc."
KFS,"Kingsway Financial Services, Inc."
KGC,Kinross Gold Corporation
KEX,Kirby Corporation
KRG^A,Kite Realty Group Trust
KKR,KKR & Co. L.P.
KFI,KKR Financial Holdings LLC
KFN^,KKR Financial Holdings LLC
KMG,"KMG Chemicals, Inc."
KNX,"Knight Transportation, Inc."
PHG,Koninklijke Philips N.V.
KEF,"Korea Equity Fund, Inc."
KF,"Korea Fund, Inc. (The)"
KKD,"Krispy Kreme Doughnuts, Inc."
KR,Kroger Company (The)
KRO,Kronos Worldwide Inc
KT,KT Corporation
KYO,Kyocera Corporation
LB,"L Brands, Inc."
SCX,L.S. Starrett Company (The)
LLL,"L-3 Communications Holdings, Inc."
LH,Laboratory Corporation of America Holdings
LG,"Laclede Group, Inc."
LDR,"Landauer, Inc."
LCI,Lannett Co Inc
LHO^H,LaSalle Hotel Properties
LHO^I,LaSalle Hotel Properties
LFL,LATAM Airlines Group S.A.
LDF,"Latin American Discovery Fund, Inc. (The)"
LZB,La-Z-Boy Incorporated
LEA,Lear Corporation
LEE,"Lee Enterprises, Incorporated"
LM,"Legg Mason, Inc."
LEG,"Leggett & Platt, Incorporated"
CVB,Lehman ABS Corporation
JBK,Lehman ABS Corporation
KCC,Lehman ABS Corporation
KTH,Lehman ABS Corporation
KTN,Lehman ABS Corporation
KTP,Lehman ABS Corporation
XKE,Lehman ABS Corporation
LDOS,"Leidos Holdings, Inc."
LEN,Lennar Corporation
LEN/B,Lennar Corporation
LUK,Leucadia National Corporation
LXP,Lexington Realty Trust
LXP^C,Lexington Realty Trust
ASG,"Liberty All-Star Growth Fund, Inc."
LPT,Liberty Property Trust
LNC,Lincoln National Corporation
LNC/WS,Lincoln National Corporation
LNN,Lindsay Corporation
LGF,Lions Gate Entertainment Corporation
LAD,"Lithia Motors, Inc."
LYV,"Live Nation Entertainment, Inc."
LYG,Lloyds Banking Group Plc
LYG^A,Lloyds Banking Group Plc
LMT,Lockheed Martin Corporation
L,Loews Corporation
LO,"Lorillard, Inc"
LPX,Louisiana-Pacific Corporation
LOW,"Lowe&#39;s Companies, Inc."
LXU,Lsb Industries Inc.
LTC,"LTC Properties, Inc."
LUB,"Luby&#39;s, Inc."
LDL,"Lydall, Inc."
LYB,LyondellBasell Industries NV
MTB,M&T Bank Corporation
MTB/WS,M&T Bank Corporation
MTB^,M&T Bank Corporation
MTB^C,M&T Bank Corporation
MDC,"M.D.C. Holdings, Inc."
MHO^A,"M/I Homes, Inc."
CLI,Mack-Cali Realty Corporation
BMA,Macro Bank Inc.
M,Macy&#39;s Inc
MMP,Magellan Midstream Partners L.P.
MGA,"Magna International, Inc."
MHR,Magnum Hunter Resources Corporation
MH^A,"Maiden Holdings, Ltd."
MHNA,"Maiden Holdings, Ltd."
MSCA,Main Street Capital Corporation
MTW,"Manitowoc Company, Inc. (The)"
MAN,ManpowerGroup
MFC,Manulife Financial Corp
MRO,Marathon Oil Corporation
MPC,Marathon Petroleum Corporation
MCS,Marcus Corporation (The)
MHG,Marine Harvest ASA
MPX,Marine Products Corporation
VAC,Marriot Vacations Worldwide Corporation
MMC,"Marsh & McLennan Companies, Inc."
MAS,Masco Corporation
DOOR,Masonite International Corporation
MTZ,"MasTec, Inc."
MTRN,Materion Corporation
MATX,"Matson, Inc."
MLP,"Maui Land & Pineapple Company, Inc."
MKC,"McCormick & Company, Incorporated"
MKC/V,"McCormick & Company, Incorporated"
MDR,"McDermott International, Inc."
MCD,McDonald&#39;s Corporation
MUX,McEwen Mining Inc.
MHFI,"McGraw Hill Financial, Inc."
MCK,McKesson Corporation
MDU,"MDU Resources Group, Inc."
MWV,Meadwestvaco Corporation
MTL^,Mechel OAO
MEG,"Media General, Inc."
MED,MEDIFAST INC
MCQ,Medley Capital Corporation
MCV,Medley Capital Corporation
MD,"Mednax, Inc"
MDT,"Medtronic, Inc."
MW,"Men&#39;s Wearhouse, Inc. (The)"
MRK,"Merck & Company, Inc."
MCY,Mercury General Corporation
MDP,Meredith Corporation
MTH,Meritage Corporation
MTOR,"Meritor, Inc."
MER^D,"Merrill Lynch & Co., Inc."
MER^E,"Merrill Lynch & Co., Inc."
MER^F,"Merrill Lynch & Co., Inc."
MER^K,"Merrill Lynch & Co., Inc."
MER^M,"Merrill Lynch & Co., Inc."
MER^P,"Merrill Lynch & Co., Inc."
PIY,"Merrill Lynch Depositor, Inc."
MTR,Mesa Royalty Trust
MSB,Mesabi Trust
MEI,"Methode Electronics, Inc."
MET^A,"MetLife, Inc."
MET^B,"MetLife, Inc."
MXE,"Mexico Equity and Income Fund, Inc. (The)"
MXF,"Mexico Fund, Inc. (The)"
MFA,"MFA Financial, Inc."
MFA^B,"MFA Financial, Inc."
MFO,"MFA Financial, Inc."
MIL,MFC Industrial Ltd.
MFV,MFS Special Value Trust
MGM,MGM Resorts International
MSL,MidSouth Bancorp
MILL,"Miller Energy Resources, Inc."
MILL^C,"Miller Energy Resources, Inc."
MILL^D,"Miller Energy Resources, Inc."
MLR,"Miller Industries, Inc."
MP^D,Mississippi Power Company
MTU,Mitsubishi UFJ Financial Group Inc
MFG,"Mizuho Financial Group, Inc."
MBT,Mobile TeleSystems OJSC
MOD,Modine Manufacturing Company
MHK,"Mohawk Industries, Inc."
TAP,Molson Coors Brewing  Company
TAP/A,Molson Coors Brewing  Company
MNR,Monmouth Real Estate Investment Corporation
MNR^A,Monmouth Real Estate Investment Corporation
MNR^B,Monmouth Real Estate Investment Corporation
MORE          ,"Monogram Residential Trust, Inc."
MON,Monsanto Company
MWW,"Monster Worldwide, Inc."
MTS,"Montgomery Street Income Securities, Inc."
MRH^A,Montpelier Re Holdings Ltd.
MCO,Moody&#39;s Corporation
MOG/A,Moog Inc.
MOG/B,Moog Inc.
MS,Morgan Stanley
MS^A,Morgan Stanley
MS^E,Morgan Stanley
MS^F,Morgan Stanley
MS^G,Morgan Stanley
MS^I,Morgan Stanley
MSJ/CL,Morgan Stanley
MSK,Morgan Stanley
MWG,Morgan Stanley
MWO,Morgan Stanley
MWR,Morgan Stanley
APF,"Morgan Stanley Asia-Pacific Fund, Inc."
MOS,Mosaic Company (The)
MSI,"Motorola Solutions, Inc."
MOV,Movado Group Inc.
ICB,"MS Income Securities, Inc."
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14
MSA,MSA Safety Incorporporated
MSCI,MSCI Inc
MLI,"Mueller Industries, Inc."
MUR,Murphy Oil Corporation
MVC,"MVC Capital, Inc."
MVCB,"MVC Capital, Inc."
MYE,"Myers Industries, Inc."
NBR,Nabors Industries Ltd.
NC,"NACCO Industries, Inc."
NTP,Nam Tai Property Inc.
NBG,National Bank of Greece SA
NBG^A,National Bank of Greece SA
NFG,National Fuel Gas Company
NGG,"National Grid Transco, PLC"
NHI,"National Health Investors, Inc."
NOV,"National Oilwell Varco, Inc."
NPK,"National Presto Industries, Inc."
NNN,National Retail Properties
NNN^D,National Retail Properties
NNN^E,National Retail Properties
SID,National Steel Company
NW^C,Natl Westminster Pfd
NLS,"Nautilus Group, Inc. (The)"
NCI,"Navigant Consulting, Inc."
NNA,Navios Maritime Acquisition Corporation
NM,Navios Maritime Holdings Inc.
NM^G,Navios Maritime Holdings Inc.
NM^H,Navios Maritime Holdings Inc.
NAV,Navistar International Corporation
NAV^D,Navistar International Corporation
NCS,"NCI Building Systems, Inc."
NCR,NCR Corporation
NP,"Neenah Paper, Inc."
NRZ,New Residential Investment Corp.
NYCB,"New York Community Bancorp, Inc."
NYCB^U,"New York Community Bancorp, Inc."
NYT,New York Times Company (The)
NCT^B,Newcastle Investment Corporation
NCT^C,Newcastle Investment Corporation
NCT^D,Newcastle Investment Corporation
NWL,Newell Rubbermaid Inc.
NJR,NewJersey Resources Corporation
NEU,NewMarket Corporation
NEM,Newmont Mining Corporation
NR,"Newpark Resources, Inc."
NHF,NexPoint Credit Stategies Fund
NEE,"NextEra Energy, Inc."
NEE^C,"NextEra Energy, Inc."
NEE^G,"NextEra Energy, Inc."
NEE^H,"NextEra Energy, Inc."
NEE^I,"NextEra Energy, Inc."
NEE^J,"NextEra Energy, Inc."
NEE^O,"NextEra Energy, Inc."
NEE^P,"NextEra Energy, Inc."
NMK^B,"Niagara Mohawk Holdings, Inc."
NMK^C,"Niagara Mohawk Holdings, Inc."
NJ,Nidec Corporation (Nihon Densan Kabushiki Kaisha)
NKE,"Nike, Inc."
NTT,Nippon Telegraph and Telephone Corporation
NI,"NiSource, Inc"
NL,"NL Industries, Inc."
NE,Noble Corporation
NBL,Noble Energy Inc.
NMR,Nomura Holdings Inc ADR
NAT,Nordic American Tankers Limited
JWN,"Nordstrom, Inc."
NSC,Norfolk Souther Corporation
NRT,North European Oil Royality Trust
NOC,Northrop Grumman Corporation
NRF^A,Northstar Realty Finance Corp.
NRF^B,Northstar Realty Finance Corp.
NRF^C,Northstar Realty Finance Corp.
NRF^D,Northstar Realty Finance Corp.
NRF^E,Northstar Realty Finance Corp.
NWN,Northwest Natural Gas Company
NWE,NorthWestern Corporation
NVS,Novartis AG
NVO,Novo Nordisk A/S
NRG,"NRG Energy, Inc."
NYLD/A,"NRG Yield, Inc."
DCM,"NTT DOCOMO, Inc"
NUE,Nucor Corporation
NS,Nustar Energy L.P.
NSH,"Nustar GP Holdings, LLC"
NSS,"NuStar Logistics, L.P."
NCA,"Nuveen California Municipal Value Fund, Inc."
NQM,"Nuveen Investment Quality Municipal Fund, Inc."
NMT,Nuveen Massachusetts Premium Income Municipal Fund
JMM,Nuveen Multi-Market Income Fund
BXMX,Nuveen S&P 500 Buy-Write Income Fund
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund
JTD,Nuveen Tax-Advantaged Dividend Growth Fund
JMT,Nuven Mortgage Opportunity Term Fund 2
NES,"Nuverra Environmental Solutions, Inc."
NVR,"NVR, Inc."
OXY,Occidental Petroleum Corporation
OII,"Oceaneering International, Inc."
OCN,Ocwen Financial Corporation
OFG,OFG Bancorp
OFG^A,OFG Bancorp
OFG^B,OFG Bancorp
OFG^D,OFG Bancorp
OGE,OGE Energy Corporation
OIBR/C,Oi S.A.
ODC,Oil-Dri Corporation Of America
ORI,Old Republic International Corporation
OLN,Olin Corporation
OMG,"OM Group, Inc."
OCR,"Omnicare, Inc."
OCR^A,"Omnicare, Inc."
OCR^B,"Omnicare, Inc."
OMC,Omnicom Group Inc.
OMN,OMNOVA Solutions Inc.
OLP,"One Liberty Properties, Inc."
OKS,"ONEOK Partners, L.P."
OKE,"ONEOK, Inc."
OPK,Opko Health Inc
OPY,"Oppenheimer Holdings, Inc."
ORAN,Orange
OA,"Orbital ATK, Inc."
ORN,Orion Marine Group Inc
IX,Orix Corp Ads
OSK,Oshkosh Corporation
OMI,"Owens & Minor, Inc."
OC,Owens Corning Inc
OI,"Owens-Illinois, Inc."
OXM,"Oxford Industries, Inc."
PAI,"Pacific American Income Shares, Inc."
PCG,Pacific Gas & Electric Co.
PLL,Pall Corporation
PAM,Pampa Energia S.A.
PHX,Panhandle Royalty Company
PAR,PAR Technology Corporation
PKE,Park Electrochemical Corporation
PKD,Parker Drilling Company
PH,Parker-Hannifin Corporation
PKY,"Parkway Properties, Inc."
PRE^D,PartnerRe Ltd.
PRE^E,PartnerRe Ltd.
PRE^F,PartnerRe Ltd.
PSO,"Pearson, Plc"
PEB^A,Pebblebrook Hotel Trust
PEB^B,Pebblebrook Hotel Trust
PEB^C,Pebblebrook Hotel Trust
PBA,Pembina Pipeline Corp.
PGH,Pengrowth Energy Corporation
PVA,Penn Virginia Corporation
PWE,Penn West Petroleum Ltd
PNTA,PennantPark Investment Corporation
PEI,Pennsylvania Real Estate Investment Trust
PEI^A,Pennsylvania Real Estate Investment Trust
PEI^B,Pennsylvania Real Estate Investment Trust
PAG,"Penske Automotive Group, Inc."
PNR,Pentair plc.
PBY,"Pep Boys-Manny, Moe & Jack (The)"
POM,"PEPCO Holdings, Inc."
PEP,"Pepsico, Inc."
PKI,"PerkinElmer, Inc."
PBT,Permian Basin Royalty Trust
PRGO,Perrigo Company
PZE,Petrobras Argentina S.A.
PTR,PetroChina Company Limited
PBR,Petroleo Brasileiro S.A.- Petrobras
PBR/A,Petroleo Brasileiro S.A.- Petrobras
PQ,Petroquest Energy Inc
PFE,"Pfizer, Inc."
PMC,Pharmerica Corporation
PM,Philip Morris International Inc
PHI,Philippine Long Distance Telephone Company
PSX,Phillips 66
PFX,"Phoenix Companies, Inc. (The)"
PNY,"Piedmont Natural Gas Company, Inc."
PDM,"Piedmont Office Realty Trust, Inc."
PIR,"Pier 1 Imports, Inc."
PKO,Pimco Income Opportunity Fund
PNK,"Pinnacle Entertainment, Inc."
PNW,Pinnacle West Capital Corporation
PES,Pioneer Energy Services Corp.
PHT,Pioneer High Income Trust
MAV,Pioneer Municipal High Income Advantage Trust
PXD,Pioneer Natural Resources Company
PJC,Piper Jaffray Companies
PBI,Pitney Bowes Inc.
PBI^A,Pitney Bowes Inc.
PBI^B,Pitney Bowes Inc.
PCL,"Plum Creek Timber Company, Inc."
PNC,"PNC Financial Services Group, Inc. (The)"
PNC/WS,"PNC Financial Services Group, Inc. (The)"
PNC^P,"PNC Financial Services Group, Inc. (The)"
PNC^Q,"PNC Financial Services Group, Inc. (The)"
PNM,"PNM Resources, Inc. (Holding Co.)"
PII,Polaris Industries Inc.
POL,PolyOne Corporation
POR,Portland General Electric Company
PPS^A,"Post Properties, Inc."
POWR,"PowerSecure International, Inc"
PPG,"PPG Industries, Inc."
PPX,"PPL Capital Funding, Inc."
PPL,PPL Corporation
PPL$,PPL Corporation
PYS,PPlus Trust
PYT,PPlus Trust
PX,"Praxair, Inc."
PCP,Precision Castparts Corporation
PDS,Precision Drilling Corporation
PJS,Preferred Plus Trust Ser QWS 2 Tr Ctf
PGI,"Premiere Global Services, Inc."
PVG,"Pretium Resources, Inc."
PPP,Primero Mining Corp
PFG^B/CL,Principal Financial Group Inc
PVTD,"PrivateBancorp, Inc."
PRA,ProAssurance Corporation
PG,Procter & Gamble Company (The)
PGR,Progressive Corporation (The)
BIN,Progressive Waste Solutions Ltd.
PLD,"ProLogis, Inc."
PB,"Prosperity Bancshares, Inc."
PL^C,Protective Life Corporation
PL^E,Protective Life Corporation
PFK,"Prudential Financial, Inc."
PJH,"Prudential Financial, Inc."
PRH,"Prudential Financial, Inc."
PUK,Prudential Public Limited Company
PUK^,Prudential Public Limited Company
PUK^A,Prudential Public Limited Company
PSB,"PS Business Parks, Inc."
PSB^R,"PS Business Parks, Inc."
PSB^S,"PS Business Parks, Inc."
PSB^T,"PS Business Parks, Inc."
PSB^U,"PS Business Parks, Inc."
PSB^V,"PS Business Parks, Inc."
TLK,"PT Telekomunikasi Indonesia, Tbk"
PEG,Public Service Enterprise Group Incorporated
PSA,Public Storage
PSA^A,Public Storage
PSA^P,Public Storage
PSA^Q,Public Storage
PSA^R,Public Storage
PSA^S,Public Storage
PSA^T,Public Storage
PSA^U,Public Storage
PSA^V,Public Storage
PSA^W,Public Storage
PSA^X,Public Storage
PSA^Y,Public Storage
PSA^Z,Public Storage
PHM,"PulteGroup, Inc."
PBYI,Puma Biotechnology Inc
PCF,Putnam High Income Bond Fund
PVH,PVH Corp.
QEP,"QEP Resources, Inc."
QUAD,"Quad Graphics, Inc"
KWR,Quaker Chemical Corporation
NX,Quanex Building Products Corporation
PWR,"Quanta Services, Inc."
QTM,Quantum Corporation
DGX,Quest Diagnostics Incorporated
STR,Questar Corporation
ZQK,"Quiksilver, Inc."
CTQ,Qwest Corporation
CTU,Qwest Corporation
CTW,Qwest Corporation
CTX,Qwest Corporation
RDN,Radian Group Inc.
RAS^A,RAIT Financial Trust
RAS^B,RAIT Financial Trust
RAS^C,RAIT Financial Trust
RPT,Ramco-Gershenson Properties Trust
RPT^D,Ramco-Gershenson Properties Trust
RRC,Range Resources Corporation
RJD,"Raymond James Financial, Inc."
RJF,"Raymond James Financial, Inc."
RYN,Rayonier Inc.
RTN,Raytheon Company
O,Realty Income Corporation
O^F,Realty Income Corporation
RHT,"Red Hat, Inc."
RLH,Red Lion Hotels Corporation
RLH^A,Red Lion Hotels Corporation
ENL,Reed Elsevier NV
RUK,Reed Elsevier PLC
RBC,Regal Beloit Corporation
REG^F,Regency Centers Corporation
REG^G,Regency Centers Corporation
RF,Regions Financial Corporation
RF^A,Regions Financial Corporation
RF^B,Regions Financial Corporation
RGA,"Reinsurance Group of America, Incorporated"
RZA,"Reinsurance Group of America, Incorporated"
RNR,RenaissanceRe Holdings Ltd.
RNR^C,RenaissanceRe Holdings Ltd.
RNR^E,RenaissanceRe Holdings Ltd.
RMD,ResMed Inc.
REN           ,Resolute Energy Corporation
RFP,Resolute Forest Products Inc.
RSO^A,Resource Capital Corp.
RSO^B,Resource Capital Corp.
RSO^C,Resource Capital Corp.
RPAI^A,"Retail Properties of America, Inc."
REX,REX American Resources Corporation
RAI,Reynolds American Inc
RBA,Ritchie Bros. Auctioneers Incorporated
RAD,Rite Aid Corporation
RLI,RLI Corp.
RHI,Robert Half International Inc.
ROK,"Rockwell Automation, Inc."
COL,"Rockwell Collins, Inc."
RCI,"Rogers Communication, Inc."
ROG,Rogers Corporation
ROL,"Rollins, Inc."
RDC,Rowan Companies plc
RY,Royal Bank Of Canada
RBS,Royal Bank Scotland plc (The)
RBS^E,Royal Bank Scotland plc (The)
RBS^F,Royal Bank Scotland plc (The)
RBS^G,Royal Bank Scotland plc (The)
RBS^H,Royal Bank Scotland plc (The)
RBS^I,Royal Bank Scotland plc (The)
RBS^L,Royal Bank Scotland plc (The)
RBS^M,Royal Bank Scotland plc (The)
RBS^N,Royal Bank Scotland plc (The)
RBS^P,Royal Bank Scotland plc (The)
RBS^Q,Royal Bank Scotland plc (The)
RBS^R,Royal Bank Scotland plc (The)
RBS^S,Royal Bank Scotland plc (The)
RBS^T,Royal Bank Scotland plc (The)
RDS/A,Royal Dutch Shell PLC
RDS/B,Royal Dutch Shell PLC
RMT,"Royce Micro-Cap Trust, Inc."
RES,"RPC, Inc."
RPM,RPM International Inc.
RTI,"RTI International Metals, Inc."
RT,"Ruby Tuesday, Inc."
R,"Ryder System, Inc."
RYL,"Ryland Group, Inc. (The)"
RHP,"Ryman Hospitality Properties, Inc."
SBR,Sabine Royalty Trust
SB^B,"Safe Bulkers, Inc"
SB^C,"Safe Bulkers, Inc"
SB^D,"Safe Bulkers, Inc"
SFE,"Safeguard Scientifics, Inc."
SBH,"Sally Beauty Holdings, Inc."
SJT,San Juan Basin Royalty Trust
SNY,Sanofi
SOV^C,"Santander Holdings USA, Inc."
SAP,SAP SE
SAQ,Saratoga Investment Corp
SAR,Saratoga Investment Corp
SSL,Sasol Ltd.
BFS^C,"Saul Centers, Inc."
SCG,Scana Corporation
SLB,Schlumberger N.V.
SWM,"Schweitzer-Mauduit International, Inc."
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION
SNI,"Scripps Networks Interactive, Inc"
LBF,"Scudder Global High Income Fund, Inc."
KMM,Scudder Multi-Market Income Trust
SA,"Seabridge Gold, Inc."
CKH,"SEACOR Holdings, Inc."
SDRL,Seadrill Limited
SEE,Sealed Air Corporation
SSW^C,Seaspan Corporation
SSW^D,Seaspan Corporation
SSW^E,Seaspan Corporation
JBN,Select Asset Inc.
JBR,Select Asset Inc.
SGZA,"Selective Insurance Group, Inc."
SEMG,Semgroup Corporation
SRE,Sempra Energy
SNH,Senior Housing Properties Trust
SNHN,Senior Housing Properties Trust
SXT,Sensient Technologies Corporation
SCI,Service Corporation International
SJR,Shaw Communications Inc.
SHW,Sherwin-Williams Company (The)
SHG,Shinhan Financial Group Co Ltd
SFL,Ship Finance International Limited
SBGL,Sibanye Gold Limited
SIG,Signet Jewelers Limited
SLW,Silver Wheaton Corp
SVM,Silvercorp Metals Inc
SPG,"Simon Property Group, Inc."
SPG^J,"Simon Property Group, Inc."
SSD,"Simpson Manufacturing Company, Inc."
SHI,"SINOPEC Shangai Petrochemical Company, Ltd."
SIX,Six Flags Entertainment Corporation New
SJW,SJW Corporation
SKM,"SK Telecom Co., Ltd."
SLG^I,SL Green Realty Corporation
SM,SM Energy Company
